timestamp,00-17-0D-00-00-58-C5-F4,00-17-0D-00-00-58-C0-CD,00-17-0D-00-00-58-C2-FD,00-17-0D-00-00-30-54-3F,00-17-0D-00-00-58-C5-E2,00-17-0D-00-00-58-C0-B0,00-17-0D-00-00-58-C3-BE,00-17-0D-00-00-58-BB-16,00-17-0D-00-00-58-C2-EB,00-17-0D-00-00-58-C2-F6,00-17-0D-00-00-58-D0-27,00-17-0D-00-00-58-B7-D3,00-17-0D-00-00-58-C1-09,00-17-0D-00-00-58-C3-0A,00-17-0D-00-00-58-BA-95,00-17-0D-00-00-58-C3-D0,00-17-0D-00-00-60-34-5D,00-17-0D-00-00-58-0E-B8,00-17-0D-00-00-58-0F-70,direction_2d,azimuth_3D,elevation_3d,speed_2d,speed_3D
2017-07-17 20:58:58,95.07336426,97.61522675,90.67884827,93.32581329,100.19615173,97.5512619,98.18383026,102.35997009,102.4450531,96.35107422,79.51810455,97.27977753,96.74840546,93.71668243,,88.9188385,111.45357513,98.5089035,137.39527893,268.0,119.7,2.45,1.85,1.735
2017-07-17 20:59:00,94.8873291,97.84044647,90.88574982,93.87414551,100.17747498,97.92699432,97.72570038,102.11485291,102.93576813,96.5435791,79.55435944,97.57067108,96.66418457,93.55249786,,88.6565094,111.45357513,98.72484589,131.08181763,290.0,140.8,-3.25,3.15,1.92
2017-07-17 20:59:02,94.37683105,98.19835663,91.06958771,94.02026367,100.03770447,97.99437714,97.09142303,102.33250427,102.57298279,96.45581055,79.79764557,98.01012421,96.04858398,92.27918243,,88.11598206,111.45357513,99.26024628,126.44010925,318.0,141.85,-1.1,1.7,1.89
2017-07-17 20:59:04,94.4050293,98.64989471,90.31874084,94.18530273,99.48155975,97.14513397,97.35839081,101.75682068,101.72886658,96.27990723,79.61222076,98.25804901,96.20019531,92.08069611,,87.58986664,111.45357513,99.49608612,123.46819305,165.5,155.1,3.1,2.35,2.35
2017-07-17 20:59:06,93.95666504,98.74462128,90.15882874,93.755867,99.83934021,96.00805664,98.46508026,101.62510681,101.51609802,95.96472168,79.41898346,98.04247284,96.6953125,92.29981232,,87.90687561,111.45357513,98.59667206,121.60771942,182.0,153.55,0.8,2.95,2.42
2017-07-17 20:59:08,93.61182404,98.58324432,90.77406311,93.72180939,100.74412537,95.62329102,97.39611053,101.53684998,101.16184998,96.53234863,79.29239655,97.56407928,96.90270233,92.79395294,,88.51600647,111.56343842,98.45946503,118.50189209,328.5,153.75,-1.55,3.45,2.855
2017-07-17 20:59:10,93.79785156,101.90342712,90.56251526,93.5827713,100.54014587,95.74304199,96.86559296,101.28990173,100.67466736,96.68786621,79.30899811,97.8736496,96.24963379,92.41883087,,88.22633362,111.56343842,98.45226288,116.38495636,317.0,149.75,-3.6,3.3,2.99
2017-07-17 20:59:12,94.41931152,146.72166443,89.88514709,93.5626297,99.91783142,95.80908203,97.29784393,101.59910583,100.92979431,96.0333252,79.52945709,97.9550705,95.92578125,92.02393341,,88.08546448,111.56343842,98.41405487,115.06732941,303.0,139.0,-13.0,2.8,2.26
2017-07-17 20:59:14,94.96289063,152.94467163,89.8160553,93.77026367,100.17259216,95.87536621,97.03136444,102.01878357,101.95835876,96.31628418,79.37003326,97.77074432,95.73132324,92.40503693,,88.129776,111.56343842,98.66759491,114.03730774,330.0,126.1,-2.5,2.3,2.615
2017-07-17 20:59:16,94.49316406,155.11569214,89.879776,93.96777344,99.89707947,95.66235352,96.421875,101.81114197,102.51878357,96.47729492,79.46146393,97.63671112,95.67602539,92.91321564,,87.85780334,111.56343842,98.82555389,113.0460968,275.5,122.05,-0.2,3.35,2.995
2017-07-17 20:59:18,94.03051758,145.51477051,90.01075745,93.79577637,99.74180603,95.80444336,97.00597382,101.3780365,102.35691833,96.11254883,79.60037994,97.32567596,96.10375977,92.86182404,,87.60402679,111.56343842,98.10399628,112.68782043,268.0,118.4,-0.85,3.55,3.665
2017-07-17 20:59:20,93.98693848,128.1925354,89.54359436,93.66773224,99.40966034,96.07470703,96.6965332,101.07823181,101.80162048,96.09509277,79.76822662,97.26244354,95.43994141,92.47168732,,86.86403656,111.56343842,97.07250214,112.02217102,291.5,126.3,-10.85,3.35,3.685
2017-07-17 20:59:22,94.75390625,116.08563995,89.10890198,93.85766602,98.75023651,96.37353516,95.99707031,101.80296326,101.78819275,96.21313477,79.18021393,96.52160645,94.50427246,92.45996857,,86.94606781,111.56343842,96.66442871,111.25972748,325.0,134.85,-12.55,2.4,2.885
2017-07-17 20:59:24,95.35668945,109.10774994,89.22755432,94.26538086,98.34728241,96.69189453,95.26159668,102.31016541,102.84812164,95.7565918,79.24491119,96.07763672,93.67505646,91.50476837,,86.10549164,111.56343842,96.9106369,109.68294525,317.0,143.25,-9.2,2.2,2.385
2017-07-17 20:59:26,95.43066406,111.28011322,88.60438538,94.76159668,98.16124725,95.47253418,95.25708008,102.8812027,103.21921539,94.55737305,78.49858093,96.30224609,94.15368652,90.33692932,,85.51296234,111.56343842,96.39477539,108.73677826,322.0,151.95,-6.75,2.95,2.365
2017-07-17 20:59:28,94.77990723,113.21968079,87.7491684,94.94458008,98.49962616,94.11474609,95.37670898,101.6436615,103.1032486,94.06201172,77.85734558,95.35534668,93.83630371,89.72267151,,85.2146225,110.81661224,95.54675293,108.14376831,325.0,155.45,-11.7,2.2,2.195
2017-07-17 20:59:30,94.67285156,110.75582123,87.30312347,93.8684082,97.43773651,93.21118927,94.5880127,100.64610291,103.04563141,94.47851563,77.51481628,94.80700684,92.98413849,89.30274963,,84.98915863,110.81661224,95.13757324,107.33859253,317.5,153.95,-14.3,2.05,1.765
2017-07-17 20:59:32,94.09545898,107.44137573,87.0003891,93.26026154,96.68713379,92.89026642,93.86950684,99.73448181,103.17197418,94.12072754,77.12016296,94.48828125,92.58960724,89.36183167,,85.11342621,110.81661224,95.01245117,106.95053101,166.0,158.9,-15.45,1.75,1.645
2017-07-17 20:59:34,93.71985626,114.92121124,87.21657562,92.77625275,96.20654297,93.42115021,93.57288361,99.59923553,103.00388336,94.12353516,76.91191101,94.49755859,92.44470978,89.973526,,85.46083832,110.81661224,95.10131836,106.48007202,324.5,153.85,-4.35,1.95,1.695
2017-07-17 20:59:36,93.30860138,132.30166626,87.60964203,92.66004181,96.1151123,93.8782959,93.91821289,99.641716,102.82004547,94.31860352,77.09428406,94.70690918,92.3249588,90.38160706,,85.9613266,110.81661224,95.50463867,106.26461792,289.5,138.55,-13.85,1.2,1.405
2017-07-17 20:59:38,93.04505157,123.83573914,87.89784241,92.55786896,96.25170898,94.27685547,94.00354004,99.69274139,101.7809906,94.39050293,77.42643738,95.18652344,92.48633575,90.95386505,,86.38027191,110.81661224,96.01208496,106.29037476,308.0,130.95,-1.15,2.05,1.815
2017-07-17 20:59:40,92.77942657,164.52178955,88.17262268,92.4622879,96.70788574,94.56164551,94.08581543,99.89768982,101.37998962,94.38842773,77.61430359,95.35021973,92.95349884,91.57276154,,86.82314301,110.81661224,96.41271973,106.57577515,311.0,130.1,1.8,2.3,2.145
2017-07-17 20:59:42,91.96924591,189.10217285,88.76869202,92.17749786,97.06273651,94.37402344,94.47753906,99.4731369,100.58360291,94.49890137,77.98442078,95.64404297,93.38904572,92.15442657,,87.73073578,110.81661224,96.76634979,106.74777222,333.5,155.4,5.6,1.35,1.97
2017-07-17 20:59:44,91.5169754,156.54000854,89.54090881,91.72657013,97.21727753,93.7878418,94.90002441,98.81981659,99.60204315,94.52624512,78.05522156,95.92895508,93.41321564,92.01856232,,87.70522308,110.81661224,97.50072479,106.72946167,335.0,160.5,-3.2,2.3,2.165
2017-07-17 20:59:46,91.35816193,133.55947876,89.52149963,91.28894806,97.44408417,93.27979279,95.6673584,98.782341,99.00853729,94.60668945,77.77079773,96.6854248,93.60401154,91.86658478,,87.47792816,110.81661224,97.60900116,106.64974976,323.0,141.25,-0.5,2.5,2.11
2017-07-17 20:59:48,91.22986603,151.13035583,88.99513245,90.86243439,97.79283905,93.91821289,96.11682129,98.41051483,98.78636932,94.97949219,77.61149597,96.9361496,94.32910156,91.55506134,,87.31496429,108.92720795,98.31188202,106.19869995,310.0,148.7,6.05,3.4,2.135
2017-07-17 20:59:50,91.30335236,142.81713867,89.09632874,90.81616974,98.62645721,94.5378418,96.32287598,98.50035858,98.67638397,95.41674805,77.79960632,97.05223846,95.2824707,91.57593536,,87.59145355,108.92720795,98.74010468,106.25180054,304.0,155.3,4.7,2.5,2.245
2017-07-17 20:59:52,91.90259552,220.10600281,89.41993713,90.80615997,99.45897675,94.70239258,96.32092285,98.94664764,98.57640839,95.35021973,77.88908386,96.96166229,95.41906738,91.94055939,,87.82679749,108.92720795,98.75902557,106.51473999,163.0,157.3,0.05,3.2,2.165
2017-07-17 20:59:54,92.64575958,228.83792114,89.89454651,90.97144318,99.21678925,93.94641113,95.96350098,99.32958221,99.39598846,95.57287598,78.07218933,96.94542694,95.57092285,91.70276642,,88.07752991,108.92720795,97.97789764,106.54916382,308.5,145.65,4.0,1.95,1.975
2017-07-17 20:59:56,93.26917267,215.4854126,89.28785706,91.41675568,99.25926971,93.48462677,95.6081543,100.44114685,100.66123962,95.77770996,78.00456238,97.57933807,95.95239258,91.88770294,,87.78993988,108.92720795,96.78148651,106.67562866,319.0,140.25,-3.45,2.3,2.26
2017-07-17 20:59:58,93.3874588,221.84196472,88.48963928,91.8225174,99.36327362,93.38672638,95.26330566,100.41246033,100.7073822,95.58813477,78.21574402,97.97826385,94.80773926,91.9956131,,86.89211273,108.92720795,96.22827148,106.7651062,316.5,145.9,-3.85,2.0,2.135
2017-07-17 21:00:00,92.80908966,201.60971069,87.91798401,92.09326935,99.25597382,93.42884064,95.04321289,99.54930878,100.62608337,95.87805176,78.24235535,97.188591,93.91845703,92.08545685,,87.05068207,108.92720795,95.9864502,106.97103882,296.0,135.5,-1.95,1.95,1.885
2017-07-17 21:00:02,92.49573517,184.34657288,87.91444397,91.91651154,98.82860565,93.60645294,95.30126953,99.23900604,101.0844574,95.87451172,78.03569031,96.15319824,93.39636993,91.90247345,,86.74575043,108.92720795,95.90124512,107.01254272,343.0,123.5,-2.15,2.25,2.105
2017-07-17 21:00:04,92.54004669,163.21296692,88.08485413,91.76416779,97.65966034,93.74622345,95.48693848,99.30028534,100.40196228,95.97729492,78.0266571,96.01928711,93.08081818,90.99121857,,87.09120941,108.92720795,96.94322968,106.88656616,296.5,122.1,2.65,1.75,1.985
